frame,e_y,e_y_dot,e_phi,e_phi_dot,index,u1/deg,u1_0,u1_1,u1_2,u1_3,u2,curvature,v_x,v_y,timestamp
132,-0.030242,0.152702,0.157952,0.049044,0,8.227032,-0.004255,0.000290,0.147338,0.000216,0.000000,0.000000,1.220000,-0.040000,1621677225075021555
133,-0.051444,0.147050,0.159872,0.064752,0,8.162068,-0.007238,0.000279,0.149129,0.000285,0.000000,0.000000,1.170000,-0.040000,1621677225095729669
134,-0.056791,0.160189,0.161443,0.055676,0,8.202051,-0.007991,0.000304,0.150594,0.000245,0.000000,0.000000,1.240000,-0.040000,1621677225117025517
135,-0.053206,0.143219,0.162141,0.061261,0,8.267823,-0.007486,0.000272,0.151245,0.000270,0.000000,0.000000,1.130000,-0.040000,1621677225134596196
136,-0.051368,0.137374,0.164235,0.071558,0,8.396539,-0.007227,0.000261,0.153199,0.000315,0.000000,0.000000,1.080000,-0.040000,1621677225155152841
137,-0.056555,0.125108,0.165108,0.069464,0,8.399501,-0.007957,0.000238,0.154013,0.000306,0.000000,0.000000,1.000000,-0.040000,1621677225175574818
138,-0.078304,0.140956,0.167552,0.048346,0,8.351164,-0.011017,0.000268,0.156292,0.000213,0.000000,nan,1.080000,-0.040000,1621677225194469200
139,-0.074600,0.155372,0.168424,0.044157,0,8.428179,-0.010496,0.000295,0.157106,0.000194,0.000000,nan,1.160000,-0.040000,1621677225219046913
140,-0.067058,0.171660,0.170693,0.045379,0,8.612320,-0.009435,0.000326,0.159223,0.000200,0.000000,nan,1.240000,-0.040000,1621677225236788487
141,-0.073990,0.186237,0.171391,0.053058,0,8.597277,-0.010410,0.000354,0.159874,0.000233,0.000000,nan,1.320000,-0.040000,1621677225256800603
142,-0.094287,0.188410,0.174358,0.067544,0,8.596115,-0.013266,0.000358,0.162642,0.000297,0.000000,0.000000,1.310000,-0.040000,1621677225283942548
143,-0.092361,0.200067,0.175231,0.075573,0,8.661571,-0.012995,0.000380,0.163456,0.000333,0.000000,0.000000,1.370000,-0.040000,1621677225294491727
144,-0.093337,0.180749,0.178024,0.074875,0,8.800676,-0.013133,0.000343,0.166060,0.000329,0.000000,0.000000,1.240000,-0.040000,1621677225314976845
145,-0.091322,0.214033,0.178896,0.073478,0,8.866834,-0.012849,0.000407,0.166874,0.000323,0.000000,0.000000,1.420000,-0.040000,1621677225335836014
146,-0.112084,0.190523,0.181514,0.058469,0,8.833031,-0.015770,0.000362,0.169316,0.000257,0.000000,0.000000,1.270000,-0.040000,1621677225355697876
147,-0.110077,0.188927,0.182387,0.062657,0,8.896736,-0.015488,0.000359,0.170131,0.000276,0.000000,0.000000,1.310000,-0.050000,1621677225380608035
148,-0.112783,0.191899,0.184656,0.062832,0,8.996553,-0.015869,0.000365,0.172247,0.000276,0.000000,0.000000,1.310000,-0.050000,1621677225397291561
149,-0.138014,0.206753,0.185529,0.071384,0,8.843567,-0.019419,0.000393,0.173061,0.000314,0.000000,nan,1.330000,-0.040000,1621677225413233548
150,-0.131924,0.217066,0.189019,0.067370,0,9.079328,-0.018562,0.000412,0.176317,0.000296,0.000000,nan,1.360000,-0.040000,1621677225437989677
151,-0.136563,0.218490,0.190066,0.071558,0,9.099113,-0.019214,0.000415,0.177294,0.000315,0.000000,nan,1.360000,-0.040000,1621677225456718381
152,-0.149892,0.227590,0.193906,0.074002,0,9.198480,-0.021090,0.000432,0.180876,0.000326,0.000000,nan,1.380000,-0.040000,1621677225476130922
153,-0.145540,0.221471,0.195128,0.079238,0,9.299521,-0.020477,0.000421,0.182015,0.000349,0.000000,nan,1.340000,-0.040000,1621677225500115973
154,-0.169555,0.246808,0.199142,0.082205,0,9.323967,-0.023856,0.000469,0.185760,0.000362,0.000000,0.032169,1.390000,-0.030000,1621677225516013957
155,-0.167387,0.242847,0.202109,0.087441,0,9.500913,-0.023551,0.000461,0.188527,0.000385,0.000000,0.032169,1.350000,-0.030000,1621677225536807967
156,-0.175946,0.236599,0.205076,0.086743,0,9.589632,-0.024756,0.000450,0.191295,0.000382,0.000000,0.032169,1.300000,-0.030000,1621677225555865980
